	NDD	OmicsLayer	Gene	MeanRegDir	count
12139	AD	DEG	STX3	-0.5	4.0
12140	AD	DEG	STX4	1.0	4.0
12141	AD	DEG	STX5	0.6	5.0
12142	AD	DEG	STX6	0.0	6.0
12143	AD	DEG	STX7	-0.4	10.0
12144	AD	DEG	STX8	-0.5555555555555556	9.0
12145	AD	DEG	STXBP1	0.0909090909090909	11.0
12146	AD	DEG	STXBP2	1.0	2.0
12147	AD	DEG	STXBP3	0.6	5.0
12148	AD	DEG	STXBP4	0.6666666666666666	6.0
12149	AD	DEG	STXBP5	0.2	5.0
12150	AD	DEG	STXBP5L	-0.4285714285714285	7.0
12151	AD	DEG	STXBP6	-0.3333333333333333	6.0
12152	AD	DEG	STYK1	-0.75	8.0
12153	AD	DEG	STYX	0.2	5.0
12154	AD	DEG	STYXL1	0.0	4.0
12155	AD	DEG	SUB1	-0.6363636363636364	11.0
12156	AD	DEG	SUCLA2	-0.4285714285714285	7.0
12157	AD	DEG	SUCLG1	-0.2	5.0
12158	AD	DEG	SUCLG2	0.6666666666666666	6.0
12159	AD	DEG	SUCNR1	0.3333333333333333	3.0
12160	AD	DEG	SUCO	0.0	4.0
12161	AD	DEG	SUDS3	0.0	4.0
12162	AD	DEG	SUFU	0.3333333333333333	3.0
12163	AD	DEG	SUGCT	1.0	2.0
12164	AD	DEG	SUGP1	0.0	4.0
12165	AD	DEG	SUGP2	1.0	2.0
12166	AD	DEG	SUGT1	0.1428571428571428	7.0
12167	AD	DEG	SULF1	-0.3333333333333333	6.0
12168	AD	DEG	SULF2	0.3333333333333333	3.0
12169	AD	DEG	SULT1A1	0.75	8.0
12170	AD	DEG	SULT1A2	-0.5	4.0
12171	AD	DEG	SULT1B1	1.0	5.0
12172	AD	DEG	SULT1C2	0.3333333333333333	3.0
12173	AD	DEG	SULT1C4	1.0	3.0
12174	AD	DEG	SULT2A1	-1.0	2.0
12175	AD	DEG	SULT2B1	1.0	2.0
12176	AD	DEG	SULT4A1	-0.4	10.0
12177	AD	DEG	SUMF1	1.0	4.0
12178	AD	DEG	SUMF2	-0.4285714285714285	7.0
12179	AD	DEG	SUMO1	-0.2	5.0
12180	AD	DEG	SUMO2	0.3333333333333333	3.0
12181	AD	DEG	SUMO3	-1.0	6.0
12182	AD	DEG	SUMO4	1.0	3.0
12183	AD	DEG	SUN1	-0.6	5.0
12184	AD	DEG	SUN2	0.5	8.0
12185	AD	DEG	SUN3	1.0	2.0
12186	AD	DEG	SUN5	1.0	2.0
12187	AD	DEG	SUOX	0.0	4.0
12188	AD	DEG	SUPT16H	0.0	2.0
12189	AD	DEG	SUPT20H	0.0	4.0
12190	AD	DEG	SUPT3H	-0.1428571428571428	7.0
12191	AD	DEG	SUPT4H1	1.0	2.0
12192	AD	DEG	SUPT5H	0.6	5.0
12193	AD	DEG	SUPT6H	0.3333333333333333	3.0
12194	AD	DEG	SUPT7L	-0.3333333333333333	9.0
12195	AD	DEG	SUPV3L1	-0.6	5.0
12196	AD	DEG	SURF1	0.2	5.0
12197	AD	DEG	SURF2	-0.2	5.0
12198	AD	DEG	SURF4	-0.3333333333333333	6.0
12199	AD	DEG	SURF6	0.2	5.0
12200	AD	DEG	SUSD1	-0.6	10.0
12201	AD	DEG	SUSD4	-0.8	10.0
12202	AD	DEG	SUSD5	-0.3333333333333333	3.0
12203	AD	DEG	SUSD6	-1.0	3.0
12204	AD	DEG	SUV39H1	0.0	2.0
12205	AD	DEG	SUZ12	0.2	5.0
12206	AD	DEG	SV2A	-0.5	8.0
12207	AD	DEG	SV2B	-0.25	8.0
12208	AD	DEG	SV2C	0.3333333333333333	3.0
12209	AD	DEG	SVEP1	1.0	4.0
12210	AD	DEG	SVIL	1.0	7.0
12211	AD	DEG	SVIP	0.0	4.0
12212	AD	DEG	SVOP	-0.4545454545454545	11.0
12213	AD	DEG	SVOPL	1.0	2.0
12214	AD	DEG	SWAP70	0.3333333333333333	6.0
12215	AD	DEG	SWI5	0.3333333333333333	3.0
12216	AD	DEG	SWSAP1	0.0	4.0
12217	AD	DEG	SWT1	0.0	4.0
12218	AD	DEG	SYAP1	-0.2	5.0
12219	AD	DEG	SYBU	-1.0	8.0
12220	AD	DEG	SYCE1	0.0	4.0
12221	AD	DEG	SYCE2	1.0	3.0
12222	AD	DEG	SYCN	1.0	2.0
12223	AD	DEG	SYCP2	0.3333333333333333	3.0
12224	AD	DEG	SYCP2L	0.3333333333333333	3.0
12225	AD	DEG	SYCP3	1.0	6.0
12226	AD	DEG	SYDE1	1.0	6.0
12227	AD	DEG	SYDE2	-0.3333333333333333	3.0
12228	AD	DEG	SYF2	0.1111111111111111	9.0
12229	AD	DEG	SYK	1.0	5.0
12230	AD	DEG	SYMPK	0.75	8.0
12231	AD	DEG	SYN1	-0.75	8.0
12232	AD	DEG	SYN2	-0.25	8.0
12233	AD	DEG	SYN3	-0.3333333333333333	3.0
12234	AD	DEG	SYNC	1.0	4.0
12235	AD	DEG	SYNCRIP	0.4	10.0
12236	AD	DEG	SYNDIG1	-1.0	7.0
12237	AD	DEG	SYNDIG1L	1.0	2.0
12238	AD	DEG	SYNE1	-0.6666666666666666	6.0
12239	AD	DEG	SYNE2	0.6	5.0
12240	AD	DEG	SYNE3	0.5	4.0
12241	AD	DEG	SYNGAP1	1.0	3.0
12242	AD	DEG	SYNGR1	-1.0	9.0
12243	AD	DEG	SYNGR2	0.6	5.0
12244	AD	DEG	SYNGR3	-0.8181818181818182	11.0
12245	AD	DEG	SYNGR4	0.0	2.0
12246	AD	DEG	SYNJ1	-0.75	8.0
12247	AD	DEG	SYNJ2	-0.5	4.0
12248	AD	DEG	SYNJ2BP	0.0	2.0
12249	AD	DEG	SYNM	0.25	8.0
12250	AD	DEG	SYNPO	0.2	5.0
12251	AD	DEG	SYNPO2	1.0	7.0
12252	AD	DEG	SYNPO2L	1.0	2.0
12253	AD	DEG	SYNPR	-1.0	5.0
12254	AD	DEG	SYNRG	0.5	4.0
12255	AD	DEG	SYP	-0.2727272727272727	11.0
12256	AD	DEG	SYPL1	0.5	4.0
12257	AD	DEG	SYPL2	1.0	2.0
12258	AD	DEG	SYS1	1.0	6.0
12259	AD	DEG	SYT1	-0.7142857142857143	7.0
12260	AD	DEG	SYT10	1.0	2.0
12261	AD	DEG	SYT11	-0.4285714285714285	7.0
12262	AD	DEG	SYT12	-0.6	5.0
12263	AD	DEG	SYT13	-1.0	10.0
12264	AD	DEG	SYT14	-1.0	3.0
12265	AD	DEG	SYT15	-0.5	4.0
12266	AD	DEG	SYT16	0.0	4.0
12267	AD	DEG	SYT17	0.6	5.0
12268	AD	DEG	SYT2	1.0	2.0
12269	AD	DEG	SYT3	-1.0	3.0
12270	AD	DEG	SYT4	-0.4	10.0
12271	AD	DEG	SYT5	-0.4545454545454545	11.0
12272	AD	DEG	SYT6	1.0	3.0
12273	AD	DEG	SYT7	-0.6666666666666666	6.0
12274	AD	DEG	SYT9	0.3333333333333333	3.0
12275	AD	DEG	SYTL2	-0.2	5.0
12276	AD	DEG	SYTL3	1.0	4.0
12277	AD	DEG	SYTL4	0.8333333333333334	12.0
12278	AD	DEG	SYTL5	-1.0	2.0
12279	AD	DEG	SYVN1	0.6	5.0
12280	AD	DEG	SZRD1	0.6666666666666666	6.0
12281	AD	DEG	SZT2	0.7142857142857143	7.0
12282	AD	DEG	TAAR2	0.0	2.0
12283	AD	DEG	TAB1	0.0	2.0
12284	AD	DEG	TAB2	0.3333333333333333	6.0
12285	AD	DEG	TAB3	-0.7142857142857143	7.0
12286	AD	DEG	TAC1	-0.5	8.0
12287	AD	DEG	TAC3	-1.0	5.0
12288	AD	DEG	TAC4	1.0	2.0
12289	AD	DEG	TACC1	0.0	6.0
12290	AD	DEG	TACC2	0.3333333333333333	3.0
12291	AD	DEG	TACC3	0.0	4.0
12292	AD	DEG	TACO1	-0.5555555555555556	9.0
12293	AD	DEG	TACR1	1.0	4.0
12294	AD	DEG	TACR2	0.0	2.0
12295	AD	DEG	TADA1	-0.6	5.0
12296	AD	DEG	TADA2A	0.3333333333333333	3.0
12297	AD	DEG	TADA2B	0.6	5.0
12298	AD	DEG	TADA3	-0.4285714285714285	7.0
12299	AD	DEG	TAF1	1.0	7.0
12300	AD	DEG	TAF10	0.3333333333333333	3.0
12301	AD	DEG	TAF11	-0.2	5.0
12302	AD	DEG	TAF12	-0.2	5.0
12303	AD	DEG	TAF13	-0.3333333333333333	6.0
12304	AD	DEG	TAF15	0.6	5.0
12305	AD	DEG	TAF1A	0.0	2.0
12306	AD	DEG	TAF1B	1.0	3.0
12307	AD	DEG	TAF1C	0.7777777777777778	9.0
12308	AD	DEG	TAF1D	0.4285714285714285	7.0
12309	AD	DEG	TAF1L	1.0	4.0
12310	AD	DEG	TAF2	0.0	4.0
12311	AD	DEG	TAF3	0.6363636363636364	11.0
12312	AD	DEG	TAF4	0.75	8.0
12313	AD	DEG	TAF4B	-0.3333333333333333	3.0
12314	AD	DEG	TAF5	0.3333333333333333	3.0
12315	AD	DEG	TAF5L	0.0	2.0
12316	AD	DEG	TAF6	0.5	4.0
12317	AD	DEG	TAF6L	1.0	3.0
12318	AD	DEG	TAF7	-0.2	5.0
12319	AD	DEG	TAF7L	-0.3333333333333333	3.0
12320	AD	DEG	TAF8	0.7142857142857143	7.0
12321	AD	DEG	TAF9	-1.0	7.0
12322	AD	DEG	TAF9B	-0.4285714285714285	7.0
12323	AD	DEG	TAFA1	-1.0	7.0
12324	AD	DEG	TAFA2	-1.0	3.0
12325	AD	DEG	TAGLN	0.0	2.0
12326	AD	DEG	TAGLN2	1.0	3.0
12327	AD	DEG	TAGLN3	-0.2	10.0
12328	AD	DEG	TAL1	1.0	4.0
12329	AD	DEG	TALDO1	-0.75	8.0
12330	AD	DEG	TAMM41	-0.25	8.0
12331	AD	DEG	TANC1	0.4285714285714285	7.0
12332	AD	DEG	TANC2	-0.1428571428571428	7.0
12333	AD	DEG	TANGO2	-0.3333333333333333	6.0
12334	AD	DEG	TANGO6	0.0	4.0
12335	AD	DEG	TANK	0.6	5.0
12336	AD	DEG	TAOK1	-0.2	5.0
12337	AD	DEG	TAOK2	0.6	5.0
12338	AD	DEG	TAOK3	-0.3333333333333333	9.0
12339	AD	DEG	TAP1	1.0	5.0
12340	AD	DEG	TAP2	0.3333333333333333	3.0
12341	AD	DEG	TAPBP	-0.1428571428571428	7.0
12342	AD	DEG	TAPBPL	1.0	3.0
12343	AD	DEG	TAPT1	0.3333333333333333	3.0
12344	AD	DEG	TARBP1	-0.2727272727272727	11.0
12345	AD	DEG	TARBP2	0.2	5.0
12346	AD	DEG	TARDBP	0.0	4.0
12347	AD	DEG	TARS1	-1.0	4.0
12348	AD	DEG	TARS2	0.3333333333333333	3.0
12349	AD	DEG	TARS3	-0.5	4.0
12350	AD	DEG	TAS1R1	1.0	4.0
12351	AD	DEG	TAS1R2	1.0	3.0
12352	AD	DEG	TAS2R10	1.0	2.0
12353	AD	DEG	TAS2R13	0.0	2.0
12354	AD	DEG	TAS2R14	-1.0	2.0
12355	AD	DEG	TAS2R16	1.0	3.0
12356	AD	DEG	TAS2R3	1.0	2.0
12357	AD	DEG	TAS2R39	1.0	2.0
12358	AD	DEG	TAS2R4	1.0	4.0
12359	AD	DEG	TAS2R40	1.0	2.0
12360	AD	DEG	TAS2R5	0.0	2.0
12361	AD	DEG	TAS2R9	0.0	2.0
12362	AD	DEG	TASOR	1.0	3.0
12363	AD	DEG	TASOR2	0.0	2.0
12364	AD	DEG	TASP1	-0.6363636363636364	11.0
12365	AD	DEG	TATDN2	0.0	4.0
12366	AD	DEG	TATDN3	-0.1428571428571428	7.0
12367	AD	DEG	TAX1BP1	-0.3333333333333333	6.0
12368	AD	DEG	TAX1BP3	0.0	2.0
12369	AD	DEG	TBATA	0.3333333333333333	3.0
12370	AD	DEG	TBC1D1	0.7142857142857143	7.0
12371	AD	DEG	TBC1D10A	0.0	4.0
12372	AD	DEG	TBC1D10B	-0.2	5.0
12373	AD	DEG	TBC1D13	-0.3333333333333333	3.0
12374	AD	DEG	TBC1D14	1.0	3.0
12375	AD	DEG	TBC1D15	1.0	6.0
12376	AD	DEG	TBC1D16	0.7142857142857143	7.0
12377	AD	DEG	TBC1D17	0.3333333333333333	3.0
12378	AD	DEG	TBC1D19	-0.4285714285714285	7.0
12379	AD	DEG	TBC1D2	1.0	7.0
12380	AD	DEG	TBC1D20	0.1428571428571428	7.0
12381	AD	DEG	TBC1D22A	1.0	5.0
12382	AD	DEG	TBC1D22B	-0.3333333333333333	6.0
12383	AD	DEG	TBC1D23	0.0	4.0
12384	AD	DEG	TBC1D24	-1.0	4.0
12385	AD	DEG	TBC1D25	-0.3333333333333333	3.0
12386	AD	DEG	TBC1D2B	0.6	10.0
12387	AD	DEG	TBC1D30	0.3333333333333333	3.0
12388	AD	DEG	TBC1D31	0.5	4.0
12389	AD	DEG	TBC1D32	0.0	4.0
12390	AD	DEG	TBC1D4	-0.3333333333333333	6.0
12391	AD	DEG	TBC1D5	-0.6	5.0
12392	AD	DEG	TBC1D7	-0.7777777777777778	9.0
12393	AD	DEG	TBC1D8	-1.0	2.0
12394	AD	DEG	TBC1D8B	0.3333333333333333	6.0
12395	AD	DEG	TBC1D9	-0.5555555555555556	9.0
12396	AD	DEG	TBC1D9B	0.4285714285714285	7.0
12397	AD	DEG	TBCA	1.0	2.0
12398	AD	DEG	TBCB	-0.5	8.0
12399	AD	DEG	TBCC	-0.4285714285714285	7.0
12400	AD	DEG	TBCCD1	1.0	3.0
12401	AD	DEG	TBCD	0.6	5.0
12402	AD	DEG	TBCEL	0.2	5.0
12403	AD	DEG	TBCK	0.4285714285714285	7.0
12404	AD	DEG	TBK1	-0.6	5.0
12405	AD	DEG	TBKBP1	1.0	2.0
12406	AD	DEG	TBL1X	0.8571428571428571	14.0
12407	AD	DEG	TBL1XR1	-1.0	6.0
12408	AD	DEG	TBL1Y	1.0	2.0
12409	AD	DEG	TBL2	-0.6	5.0
12410	AD	DEG	TBL3	0.0	6.0
12411	AD	DEG	TBP	-0.2	5.0
12412	AD	DEG	TBPL1	-0.4285714285714285	7.0
12413	AD	DEG	TBR1	0.0	2.0
12414	AD	DEG	TBRG1	-0.4285714285714285	7.0
12415	AD	DEG	TBRG4	-1.0	6.0
12416	AD	DEG	TBX1	1.0	2.0
12417	AD	DEG	TBX15	1.0	3.0
12418	AD	DEG	TBX19	1.0	7.0
12419	AD	DEG	TBX2	1.0	2.0
12420	AD	DEG	TBX3	1.0	6.0
12421	AD	DEG	TBX5	1.0	2.0
12422	AD	DEG	TBX6	0.3333333333333333	3.0
12423	AD	DEG	TBXAS1	1.0	7.0
12424	AD	DEG	TC2N	0.0	2.0
12425	AD	DEG	TCAF1	0.0	4.0
12426	AD	DEG	TCAF2	0.3333333333333333	3.0
12427	AD	DEG	TCAIM	0.0	4.0
12428	AD	DEG	TCAP	1.0	2.0
12429	AD	DEG	TCEA1	0.0	8.0
12430	AD	DEG	TCEA2	-0.5555555555555556	9.0
12431	AD	DEG	TCEA3	0.3333333333333333	3.0
12432	AD	DEG	TCEAL1	0.0	2.0
12433	AD	DEG	TCEAL2	-0.5	8.0
12434	AD	DEG	TCEAL3	-0.1428571428571428	7.0
12435	AD	DEG	TCEAL4	-0.2	5.0
12436	AD	DEG	TCEAL5	0.3333333333333333	3.0
12437	AD	DEG	TCEAL6	1.0	2.0
12438	AD	DEG	TCEAL7	-0.4285714285714285	7.0
12439	AD	DEG	TCEAL8	-0.4285714285714285	7.0
12440	AD	DEG	TCEAL9	1.0	2.0
12441	AD	DEG	TCEANC	-1.0	2.0
12442	AD	DEG	TCEANC2	0.3333333333333333	3.0
12443	AD	DEG	TCERG1	0.3333333333333333	3.0
12444	AD	DEG	TCERG1L	-1.0	5.0
12445	AD	DEG	TCF12	0.4	10.0
12446	AD	DEG	TCF15	0.0	2.0
12447	AD	DEG	TCF19	1.0	2.0
12448	AD	DEG	TCF20	0.3333333333333333	6.0
12449	AD	DEG	TCF21	-0.3333333333333333	3.0
12450	AD	DEG	TCF24	1.0	2.0
12451	AD	DEG	TCF25	0.25	8.0
12452	AD	DEG	TCF3	0.7777777777777778	9.0
12453	AD	DEG	TCF4	0.0	8.0
12454	AD	DEG	TCF7	1.0	8.0
12455	AD	DEG	TCF7L1	1.0	6.0
12456	AD	DEG	TCF7L2	1.0	9.0
12457	AD	DEG	TCFL5	0.0	4.0
12458	AD	DEG	TCHP	0.3333333333333333	6.0
12459	AD	DEG	TCIRG1	1.0	2.0
12460	AD	DEG	TCN1	-0.3333333333333333	3.0
12461	AD	DEG	TCN2	0.3333333333333333	3.0
12462	AD	DEG	TCOF1	0.0	4.0
12463	AD	DEG	TCP1	-0.1428571428571428	7.0
12464	AD	DEG	TCP10L	0.6	5.0
12465	AD	DEG	TCP11L1	0.2	5.0
12466	AD	DEG	TCP11L2	0.6666666666666666	6.0
12467	AD	DEG	TCTA	0.0	6.0
12468	AD	DEG	TCTE1	-0.3333333333333333	3.0
12469	AD	DEG	TCTN1	0.3333333333333333	3.0
12470	AD	DEG	TCTN2	0.5	4.0
12471	AD	DEG	TCTN3	-0.2	5.0
12472	AD	DEG	TDG	-0.2	5.0
12473	AD	DEG	TDO2	-0.6	5.0
12474	AD	DEG	TDP1	-0.2	10.0
12475	AD	DEG	TDP2	-0.4285714285714285	7.0
12476	AD	DEG	TDRD10	1.0	4.0
12477	AD	DEG	TDRD3	0.5	4.0
12478	AD	DEG	TDRD5	-0.3333333333333333	3.0
12479	AD	DEG	TDRD6	0.6	5.0
12480	AD	DEG	TDRD7	-0.6	5.0
12481	AD	DEG	TDRD9	1.0	4.0
12482	AD	DEG	TDRKH	-0.6666666666666666	6.0
12483	AD	DEG	TDRP	-0.5	4.0
12484	AD	DEG	TEAD1	1.0	9.0
12485	AD	DEG	TEAD2	0.3333333333333333	3.0
12486	AD	DEG	TEAD3	0.6666666666666666	6.0
12487	AD	DEG	TEAD4	1.0	4.0
12488	AD	DEG	TEC	-0.5	4.0
12489	AD	DEG	TECPR1	0.0	4.0
12490	AD	DEG	TECPR2	0.2	5.0
12491	AD	DEG	TECR	0.6	5.0
12492	AD	DEG	TECTA	-0.3333333333333333	3.0
12493	AD	DEG	TECTB	1.0	2.0
12494	AD	DEG	TEDDM1	1.0	2.0
12495	AD	DEG	TEF	0.0	2.0
12496	AD	DEG	TEFM	0.6666666666666666	6.0
12497	AD	DEG	TEK	0.0	2.0
12498	AD	DEG	TEKT1	0.3333333333333333	3.0
12499	AD	DEG	TEKT2	0.0	2.0
12500	AD	DEG	TEKT3	1.0	3.0
12501	AD	DEG	TELO2	0.2	5.0
12502	AD	DEG	TENM1	-1.0	5.0
12503	AD	DEG	TENM2	-0.6	10.0
12504	AD	DEG	TENM3	-0.6666666666666666	6.0
12505	AD	DEG	TENM4	0.2	5.0
12506	AD	DEG	TENT2	1.0	2.0
12507	AD	DEG	TENT4A	-1.0	3.0
12508	AD	DEG	TENT4B	0.3333333333333333	3.0
12509	AD	DEG	TENT5B	1.0	2.0
12510	AD	DEG	TEP1	1.0	9.0
12511	AD	DEG	SPMIP8	-1.0	2.0
12512	AD	DEG	TEPSIN	0.0	2.0
12513	AD	DEG	TERF1	-0.4285714285714285	7.0
12514	AD	DEG	TERF2	-0.5	4.0
12515	AD	DEG	TERF2IP	-0.3333333333333333	9.0
12516	AD	DEG	TES	1.0	4.0
12517	AD	DEG	TESC	0.0	4.0
12518	AD	DEG	TESK1	0.4285714285714285	7.0
12519	AD	DEG	TESK2	1.0	5.0
12520	AD	DEG	TESPA1	0.1428571428571428	7.0
12521	AD	DEG	TET1	0.0	4.0
12522	AD	DEG	TET2	0.4285714285714285	7.0
12523	AD	DEG	TET3	0.1428571428571428	7.0
12524	AD	DEG	TEX10	-0.6666666666666666	6.0
12525	AD	DEG	TEX11	-1.0	2.0
12526	AD	DEG	TEX14	0.6	5.0
12527	AD	DEG	TEX15	0.5	4.0
12528	AD	DEG	TEX19	0.0	2.0
12529	AD	DEG	TEX2	0.0	4.0
12530	AD	DEG	TEX26	1.0	4.0
12531	AD	DEG	TEX261	1.0	2.0
12532	AD	DEG	TEX264	-0.2	5.0
12533	AD	DEG	TEX29	1.0	2.0
12534	AD	DEG	TEX30	-0.6666666666666666	6.0
12535	AD	DEG	TEX48	1.0	2.0
12536	AD	DEG	TEX9	-0.1428571428571428	7.0
12537	AD	DEG	TF	1.0	2.0
12538	AD	DEG	TFAM	-1.0	3.0
12539	AD	DEG	TFAP2A	0.5	4.0
12540	AD	DEG	TFAP2E	1.0	6.0
12541	AD	DEG	TFAP4	0.3333333333333333	3.0
12542	AD	DEG	TFB1M	0.3333333333333333	3.0
12543	AD	DEG	TFB2M	-1.0	6.0
12544	AD	DEG	TFCP2	-0.1428571428571428	7.0
12545	AD	DEG	TFCP2L1	1.0	5.0
12546	AD	DEG	TFDP1	-0.6	5.0
12547	AD	DEG	TFDP2	0.7142857142857143	7.0
12548	AD	DEG	TFE3	0.7142857142857143	7.0
12549	AD	DEG	TFEB	1.0	2.0
12550	AD	DEG	TFEC	0.3333333333333333	3.0
12551	AD	DEG	TFG	-0.6666666666666666	6.0
12552	AD	DEG	TFIP11	-0.1428571428571428	7.0
12553	AD	DEG	TFPI	0.3333333333333333	3.0
12554	AD	DEG	TFPI2	0.3333333333333333	6.0
12555	AD	DEG	TFPT	-0.1111111111111111	9.0
12556	AD	DEG	TFR2	0.6	5.0
12557	AD	DEG	TFRC	0.6666666666666666	6.0
12558	AD	DEG	TG	1.0	2.0
12559	AD	DEG	TGDS	1.0	2.0
12560	AD	DEG	TGFA	0.0	4.0
12561	AD	DEG	TGFB1	0.7142857142857143	7.0
12562	AD	DEG	TGFB1I1	1.0	4.0
12563	AD	DEG	TGFB2	0.6666666666666666	6.0
12564	AD	DEG	TGFB3	1.0	5.0
12565	AD	DEG	TGFBI	1.0	3.0
12566	AD	DEG	TGFBR1	0.4285714285714285	7.0
12567	AD	DEG	TGFBR2	0.5	4.0
12568	AD	DEG	TGFBR3	0.5555555555555556	9.0
12569	AD	DEG	TGFBRAP1	-0.6363636363636364	11.0
12570	AD	DEG	TGIF1	-0.2	5.0
12571	AD	DEG	TGIF2	0.5	4.0
12572	AD	DEG	TGM1	0.0	2.0
12573	AD	DEG	TGM2	1.0	7.0
12574	AD	DEG	TGM4	1.0	2.0
12575	AD	DEG	TGOLN2	0.0	4.0
12576	AD	DEG	TGS1	0.3333333333333333	6.0
12577	AD	DEG	TH	-0.3333333333333333	3.0
12578	AD	DEG	THADA	0.6	5.0
12579	AD	DEG	THAP1	-0.3333333333333333	3.0
12580	AD	DEG	THAP10	-1.0	3.0
12581	AD	DEG	THAP11	-0.5	4.0
12582	AD	DEG	THAP12	-1.0	3.0
12583	AD	DEG	THAP2	0.6	5.0
12584	AD	DEG	THAP3	-0.3333333333333333	3.0
12585	AD	DEG	THAP4	-0.4285714285714285	7.0
12586	AD	DEG	THAP5	0.3333333333333333	3.0
12587	AD	DEG	THAP6	0.3333333333333333	3.0
12588	AD	DEG	THAP7	0.0	4.0
12589	AD	DEG	THAP8	0.3333333333333333	3.0
12590	AD	DEG	THAP9	0.0	4.0
12591	AD	DEG	THBS1	0.6666666666666666	6.0
12592	AD	DEG	THBS2	1.0	7.0
12593	AD	DEG	THBS3	0.3333333333333333	3.0
12594	AD	DEG	THBS4	-0.3333333333333333	3.0
12595	AD	DEG	SPMAP2	0.5	4.0
12596	AD	DEG	THEM4	-0.3333333333333333	3.0
12597	AD	DEG	THEM6	-1.0	4.0
12598	AD	DEG	THEMIS2	0.5	4.0
12599	AD	DEG	THG1L	1.0	2.0
12600	AD	DEG	THNSL1	-0.7142857142857143	7.0
12601	AD	DEG	THNSL2	-0.2	5.0
12602	AD	DEG	THOC1	0.6666666666666666	6.0
12603	AD	DEG	THOC2	1.0	5.0
12604	AD	DEG	THOC5	-0.6	10.0
12605	AD	DEG	THOC6	-0.3333333333333333	3.0
12606	AD	DEG	THOC7	-0.4285714285714285	7.0
12607	AD	DEG	THOP1	-0.6666666666666666	6.0
12608	AD	DEG	THPO	0.3333333333333333	3.0
12609	AD	DEG	THRA	0.6	5.0
12610	AD	DEG	THRAP3	0.6	5.0
12611	AD	DEG	THRB	-0.3333333333333333	3.0
12612	AD	DEG	THSD1	-0.3333333333333333	3.0
12613	AD	DEG	THSD4	-0.0909090909090909	11.0
12614	AD	DEG	THSD7A	0.0	4.0
12615	AD	DEG	THSD7B	-0.2	5.0
12616	AD	DEG	THTPA	0.3333333333333333	3.0
12617	AD	DEG	THUMPD1	-1.0	3.0
12618	AD	DEG	THUMPD2	0.0	4.0
12619	AD	DEG	THUMPD3	-0.5	8.0
12620	AD	DEG	THY1	-0.3333333333333333	9.0
12621	AD	DEG	THYN1	-0.5555555555555556	9.0
12622	AD	DEG	TIA1	-1.0	6.0
12623	AD	DEG	TIAL1	0.4285714285714285	7.0
12624	AD	DEG	TIAM1	-0.3333333333333333	6.0
12625	AD	DEG	TIAM2	-1.0	6.0
12626	AD	DEG	TICAM1	0.5	4.0
12627	AD	DEG	TIE1	1.0	2.0
12628	AD	DEG	TIFA	0.6666666666666666	6.0
12629	AD	DEG	TIGAR	0.0	2.0
12630	AD	DEG	TIGD1	-0.5	4.0
12631	AD	DEG	TIGD2	-0.5	4.0
12632	AD	DEG	TIGD4	0.0	2.0
12633	AD	DEG	TIGD5	0.3333333333333333	3.0
12634	AD	DEG	TIGD6	1.0	2.0
12635	AD	DEG	TIGD7	0.0	4.0
12636	AD	DEG	TIMD4	0.0	2.0
12637	AD	DEG	TIMELESS	1.0	5.0
12638	AD	DEG	TIMM10	-0.5	8.0
12639	AD	DEG	TIMM10B	0.3333333333333333	3.0
12640	AD	DEG	TIMM13	1.0	3.0
12641	AD	DEG	TIMM17A	-0.5555555555555556	9.0
12642	AD	DEG	TIMM17B	0.0	4.0
12643	AD	DEG	TIMM21	0.0	4.0
12644	AD	DEG	TIMM22	-1.0	3.0
12645	AD	DEG	TIMM23	-0.5555555555555556	9.0
12646	AD	DEG	TIMM23B	-0.3333333333333333	6.0
12647	AD	DEG	TIMM44	-0.3333333333333333	6.0
12648	AD	DEG	TIMM50	-0.6363636363636364	11.0
12649	AD	DEG	TIMM8A	-0.75	8.0
12650	AD	DEG	TIMM8B	-0.4285714285714285	7.0
12651	AD	DEG	TIMM9	-0.4285714285714285	7.0
12652	AD	DEG	TIMMDC1	-0.4285714285714285	7.0
12653	AD	DEG	TIMP1	0.0	4.0
12654	AD	DEG	TIMP2	0.2	5.0
12655	AD	DEG	TIMP3	1.0	9.0
12656	AD	DEG	TIMP4	1.0	3.0
12657	AD	DEG	TINAG	0.5	4.0
12658	AD	DEG	TINAGL1	1.0	2.0
12659	AD	DEG	TINCR	0.0	2.0
12660	AD	DEG	TINF2	-0.3333333333333333	3.0
12661	AD	DEG	TIPARP	0.6	5.0
12662	AD	DEG	TIPIN	0.0	2.0
12663	AD	DEG	TIPRL	1.0	4.0
12664	AD	DEG	TIRAP	1.0	6.0
12665	AD	DEG	TJAP1	0.7142857142857143	7.0
12666	AD	DEG	TJP1	0.6	10.0
12667	AD	DEG	TJP2	-0.3333333333333333	3.0
12668	AD	DEG	TJP3	1.0	3.0
12669	AD	DEG	TK2	1.0	4.0
12670	AD	DEG	TKFC	-0.5	4.0
12671	AD	DEG	TKT	-0.4	10.0
12672	AD	DEG	TLCD1	-0.5	4.0
12673	AD	DEG	TLCD2	1.0	2.0
12674	AD	DEG	TLCD5	1.0	2.0
12675	AD	DEG	TLDC2	0.0	2.0
12676	AD	DEG	TLE1	0.6	5.0
12677	AD	DEG	TLE2	0.2	5.0
12678	AD	DEG	TLE3	0.3333333333333333	9.0
