community,pathway,hubness in community,curated category
12,REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,0.000420183,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,0.001194328,GO_MACROMOLECULE_LOCALIZATION
12,REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,0.001003423,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.001168001,GO_REGULATION_OF_BIOLOGICAL_QUALITY
12,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.003053004,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,0.002562671,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_REGULATION_OF_IFNG_SIGNALING,0.001069154,GO_RESPONSE_TO_STRESS
12,REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,0.000877485,GO_RESPONSE_TO_CHEMICAL
12,REACTOME_INTERFERON_GAMMA_SIGNALING,0.002829553,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,0.003715262,GO_ACTIN_FILAMENT_BASED_PROCESS
12,REACTOME_REGULATION_OF_IFNA_SIGNALING,0.002564707,GO_ESTABLISHMENT_OF_LOCALIZATION
12,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.014240392,GO_CELLULAR_METABOLIC_PROCESS
12,REACTOME_INTERLEUKIN_6_SIGNALING,0.001178619,GO_RESPONSE_TO_CHEMICAL
12,REACTOME_MAPK3_ERK1_ACTIVATION,0.000962935,GO_CELLULAR_METABOLIC_PROCESS
12,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,0.000874931,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,REACTOME_MAPK1_ERK2_ACTIVATION,0.000933196,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_ALPHA_DEFENSINS,0.000276743,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,0.000192044,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_SIGNALING_BY_LEPTIN,0.000681662,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_PD_1_SIGNALING,0.001240875,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,0.002432526,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,0.001570661,GO_CELLULAR_METABOLIC_PROCESS
12,REACTOME_IRAK4_DEFICIENCY_TLR2_4,0.000985701,GO_CELLULAR_METABOLIC_PROCESS
12,REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,0.001437655,GO_MAINTENANCE_OF_LOCATION
12,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,0.001020039,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,0.001295976,GO_RESPONSE_TO_CHEMICAL
12,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,0.001656975,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_INTERLEUKIN_10_SIGNALING,0.004332159,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,0.005857306,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,0.001004524,GO_RESPONSE_TO_CHEMICAL
12,REACTOME_NEUTROPHIL_DEGRANULATION,0.001481208,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,0.000253508,GO_CELL_MOTILITY
12,REACTOME_ANTIMICROBIAL_PEPTIDES,0.001814126,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,0.001392905,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS,0.001467169,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,0.000829279,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_OAS_ANTIVIRAL_RESPONSE,0.000304651,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,REACTOME_INTERLEUKIN_35_SIGNALLING,0.001001618,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_INTERLEUKIN_9_SIGNALING,0.000713525,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_INTERLEUKIN_18_SIGNALING,0.000857383,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_INTERLEUKIN_36_PATHWAY,0.000401216,GO_ESTABLISHMENT_OF_LOCALIZATION
12,REACTOME_INTERLEUKIN_12_SIGNALING,0.001539468,GO_RESPONSE_TO_ABIOTIC_STIMULUS
12,REACTOME_INTERLEUKIN_23_SIGNALING,0.001356461,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,REACTOME_INTERLEUKIN_27_SIGNALING,0.000925567,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,REACTOME_INTERLEUKIN_21_SIGNALING,0.00080547,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,REACTOME_ERYTHROPOIETIN_ACTIVATES_STAT5,0.000616949,GO_CELLULAR_METABOLIC_PROCESS
12,REACTOME_ANTIGEN_PRESENTATION:_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.000703959,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,GO_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,0.0031546,GO_REGULATION_OF_BIOLOGICAL_QUALITY
12,GO_CYTOKINE_METABOLIC_PROCESS,0.007232018,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_LEUKOCYTE_PROLIFERATION,0.017029017,GO_CELLULAR_METABOLIC_PROCESS
12,GO_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,0.003920193,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_DENDRITIC_CELL_DIFFERENTIATION,0.003138186,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.002279557,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_ANTIMICROBIAL_HUMORAL_RESPONSE,0.003021752,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_DENDRITIC_CELL_MIGRATION,0.002018939,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_HEMOPOIESIS,0.012907143,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MYELOID_CELL_HOMEOSTASIS,0.003055251,GO_REGULATION_OF_BIOLOGICAL_QUALITY
12,GO_CELL_CHEMOTAXIS,0.008662541,GO_CELLULAR_RESPONSE_TO_STIMULUS
12,GO_RESPONSE_TO_INTERLEUKIN_4,0.001288064,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.004264545,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,0.000308107,GO_CELLULAR_RESPONSE_TO_STIMULUS
12,GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.015400731,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.006582691,GO_CELLULAR_METABOLIC_PROCESS
12,GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,0.005002294,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_RESPONSE_TO_TYPE_I_INTERFERON,0.004433995,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_LYMPH_NODE_DEVELOPMENT,0.001106433,GO_RESPONSE_TO_BIOTIC_STIMULUS
12,GO_REGULATION_OF_DEFENSE_RESPONSE,0.017234283,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,GO_B_CELL_PROLIFERATION,0.008031307,GO_DETECTION_OF_STIMULUS
12,GO_TISSUE_HOMEOSTASIS,0.001841294,GO_RESPONSE_TO_CHEMICAL
12,GO_DETECTION_OF_OTHER_ORGANISM,0.001099262,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_TOLERANCE_INDUCTION,0.001854314,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_RESPONSE_TO_INTERFERON_BETA,0.000889067,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_LEUKOCYTE_CHEMOTAXIS,0.008034246,GO_RESPONSE_TO_EXTERNAL_STIMULUS
12,GO_RESPONSE_TO_INTERFERON_ALPHA,0.000525466,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,0.009559986,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.002151648,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.011952826,GO_IMMUNE_RESPONSE
12,GO_REGULATION_OF_BONE_DEVELOPMENT,0.000654488,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,0.007449916,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.015632215,GO_CELL_ADHESION
12,GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING,0.000909578,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_CELLULAR_EXTRAVASATION,0.002231738,GO_CELLULAR_METABOLIC_PROCESS
12,GO_MAST_CELL_ACTIVATION,0.002578003,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_HEMOPOIESIS,0.014844771,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_DEFENSE_RESPONSE_TO_OTHER_ORGANISM,0.011421653,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.005834361,GO_CELL_ADHESION
12,GO_RESPONSE_TO_BACTERIUM,0.010837042,GO_CELLULAR_METABOLIC_PROCESS
12,GO_B_CELL_ACTIVATION,0.011879213,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_ACUTE_INFLAMMATORY_RESPONSE,0.003583768,GO_RESPONSE_TO_CHEMICAL
12,GO_POSITIVE_REGULATION_OF_CELL_ADHESION,0.015983333,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS,0.007776699,GO_CELLULAR_LOCALIZATION
12,GO_RESPONSE_TO_PROTOZOAN,0.001474696,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.00108687,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION,0.022445294,GO_RESPONSE_TO_CHEMICAL
12,GO_MACROPHAGE_ACTIVATION,0.004653341,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.008195286,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_REGULATION_OF_BONE_REMODELING,0.001437648,GO_CELLULAR_LOCALIZATION
12,GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN,0.000756236,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_POSITIVE_REGULATION_OF_PHAGOCYTOSIS,0.002380849,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,0.001091197,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,0.002908566,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM,0.003241826,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING,0.001777101,GO_CELLULAR_METABOLIC_PROCESS
12,GO_LEUKOCYTE_APOPTOTIC_PROCESS,0.005975884,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_NATURAL_KILLER_CELL_ACTIVATION,0.006386978,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.001676423,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,0.001974143,GO_CELLULAR_RESPONSE_TO_STIMULUS
12,GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,0.003571345,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_ALPHA_BETA_T_CELL_ACTIVATION,0.012798607,GO_CELLULAR_LOCALIZATION
12,GO_RESPONSE_TO_INTERLEUKIN_6,0.001116086,GO_RESPONSE_TO_CHEMICAL
12,GO_REGULATION_OF_CELL_CELL_ADHESION,0.017935934,GO_RESPONSE_TO_CHEMICAL
12,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.002220421,GO_RESPONSE_TO_CHEMICAL
12,GO_CELLULAR_RESPONSE_TO_DSRNA,0.001138847,GO_CELLULAR_METABOLIC_PROCESS
12,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.003137194,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.015586185,GO_RESPONSE_TO_CHEMICAL
12,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.017336365,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MAST_CELL_MEDIATED_IMMUNITY,0.002398422,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.016211288,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,0.011257792,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_CHEMOTAXIS,0.007023761,GO_MULTI_ORGANISM_CELLULAR_PROCESS
12,GO_CHRONIC_INFLAMMATORY_RESPONSE,0.001428953,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_RESPONSE_TO_DSRNA,0.003297616,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_REGULATION_OF_PHAGOCYTOSIS,0.003200502,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_MEMBRANE_INVAGINATION,0.00074332,GO_MUSCLE_ADAPTATION
12,GO_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN,0.000193489,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,GO_RESPONSE_TO_INTERFERON_GAMMA,0.00473004,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_CELL_KILLING,0.005830142,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_CELL_ADHESION,0.009531081,GO_ESTABLISHMENT_OF_LOCALIZATION
12,GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION,0.003317993,GO_CELLULAR_METABOLIC_PROCESS
12,GO_RESPONSE_TO_FUNGUS,0.00173483,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE,0.009787173,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_T_CELL_MEDIATED_IMMUNITY,0.009469803,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE,0.019720814,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_CHEMOTAXIS,0.006513081,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MULTI_ORGANISM_MEMBRANE_ORGANIZATION,0.000321485,GO_REGULATION_OF_BIOLOGICAL_QUALITY
12,GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.009988288,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,0.000740135,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.010125781,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.013303728,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,0.001984057,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_NEGATIVE_REGULATION_OF_CELL_KILLING,0.002602087,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_MYELOID_DENDRITIC_CELL_ACTIVATION,0.002046413,GO_CELLULAR_LOCALIZATION
12,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM,0.001015204,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_RESPONSE_TO_VIRUS,0.008691876,GO_ESTABLISHMENT_OF_LOCALIZATION
12,GO_LYMPHOCYTE_DIFFERENTIATION,0.016298215,GO_CELL_ACTIVATION
12,GO_LEUKOCYTE_HOMEOSTASIS,0.005049718,GO_RESPONSE_TO_CHEMICAL
12,GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.006904137,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.01202609,GO_CELLULAR_METABOLIC_PROCESS
12,GO_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT,0.002688008,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,0.001540945,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE,0.000849772,GO_REGULATION_OF_MOLECULAR_FUNCTION
12,GO_GERMINAL_CENTER_FORMATION,0.001172072,GO_CELL_MOTILITY
12,GO_HYPERSENSITIVITY,0.001423116,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,GO_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,0.000470808,GO_CELL_RECOGNITION
12,GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,0.000315427,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION,0.001288464,GO_ESTABLISHMENT_OF_LOCALIZATION
12,GO_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE,0.000345345,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,0.001062913,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,0.011822658,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,0.007576366,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MACROPHAGE_CYTOKINE_PRODUCTION,0.001704275,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_TAURINE_METABOLIC_PROCESS,0.000191392,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_ANTIFUNGAL_HUMORAL_RESPONSE,0.000232269,GO_RESPONSE_TO_CHEMICAL
12,GO_MEMBRANE_RAFT_DISTRIBUTION,0.000336599,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_RESPONSE_TO_BACTERIAL_LIPOPROTEIN,0.00051679,GO_CELLULAR_COMPONENT_ORGANIZATION_OR_BIOGENESIS
12,GO_RESPONSE_TO_PEPTIDOGLYCAN,0.001106797,GO_CELL_ACTIVATION
12,GO_REGULATION_OF_INTERLEUKIN_18_PRODUCTION,0.000566821,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_MAST_CELL_CYTOKINE_PRODUCTION,0.000677864,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_MYELOID_CELL_APOPTOTIC_PROCESS,0.001479744,GO_CELLULAR_RESPONSE_TO_STIMULUS
12,GO_MACROPHAGE_FUSION,0.000235572,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_HEMATOPOIETIC_STEM_CELL_MIGRATION,0.000669442,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_RESPONSE_TO_INTERLEUKIN_13,0.000179522,GO_ESTABLISHMENT_OF_LOCALIZATION
12,GO_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR,0.000543924,GO_ANATOMICAL_STRUCTURE_MORPHOGENESIS
12,GO_OSTEOCLAST_DEVELOPMENT,0.000728185,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS,0.001848229,GO_CELLULAR_RESPONSE_TO_STIMULUS
12,GO_T_CELL_ACTIVATION,0.020769676,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MONOCYTE_ACTIVATION,0.000356908,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_ASTROCYTE_CELL_MIGRATION,0.00059182,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_MHC_CLASS_I_BIOSYNTHETIC_PROCESS,0.000475768,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,0.000946729,GO_REGULATION_OF_BIOLOGICAL_QUALITY
12,GO_POSITIVE_REGULATION_OF_CYTOLYSIS,0.000663316,GO_CELLULAR_METABOLIC_PROCESS
12,GO_GAMMA_DELTA_T_CELL_ACTIVATION,0.001379745,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_MUCOSAL_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT,0.000442022,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS,0.001061688,GO_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS
12,GO_REGULATION_OF_KILLING_OF_CELLS_OF_OTHER_ORGANISM,0.001014766,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS,0.00093732,GO_REGULATION_OF_BIOLOGICAL_PROCESS
12,GO_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST,0.000471206,GO_CELLULAR_LOCALIZATION
12,GO_REGULATION_OF_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,0.000767892,GO_DEVELOPMENTAL_GROWTH
12,GO_REGULATION_OF_GROWTH_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.000183583,GO_RESPONSE_TO_BIOTIC_STIMULUS
12,GO_MICROGLIAL_CELL_PROLIFERATION,0.000484631,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE,0.002187403,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_RESPONSE_TO_LIPOTEICHOIC_ACID,0.0010702,GO_CELLULAR_METABOLIC_PROCESS
12,GO_RESPONSE_TO_INTERLEUKIN_12,0.001727046,GO_CELLULAR_METABOLIC_PROCESS
12,GO_RESPONSE_TO_INTERLEUKIN_18,0.000642734,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_NEUTROPHIL_MEDIATED_CYTOTOXICITY,0.000615558,GO_CELLULAR_DEVELOPMENTAL_PROCESS
12,GO_RESPONSE_TO_INTERLEUKIN_9,0.000708436,GO_ESTABLISHMENT_OF_LOCALIZATION
12,GO_T_HELPER_17_TYPE_IMMUNE_RESPONSE,0.004094007,GO_RESPONSE_TO_EXTERNAL_STIMULUS
12,GO_OSTEOCLAST_FUSION,8.66E-05,GO_REGULATION_OF_MOLECULAR_FUNCTION
12,GO_EOSINOPHIL_MIGRATION,0.001708422,GO_RESPONSE_TO_CHEMICAL
12,GO_RESPONSE_TO_INTERLEUKIN_17,0.000317744,GO_ANATOMICAL_STRUCTURE_DEVELOPMENT
12,GO_POSTSYNAPTIC_SIGNAL_TRANSDUCTION,0.000369027,GO_CELLULAR_METABOLIC_PROCESS
12,GO_NEUROINFLAMMATORY_RESPONSE,0.003189096,GO_RESPONSE_TO_CHEMICAL
12,GO_NEGATIVE_REGULATION_OF_BONE_DEVELOPMENT,0.000362535,GO_RESPONSE_TO_CHEMICAL
12,GO_POSITIVE_REGULATION_OF_BONE_DEVELOPMENT,0.000367101,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_MONONUCLEAR_CELL_DIFFERENTIATION,0.001410368,GO_ORGANIC_SUBSTANCE_METABOLIC_PROCESS
12,GO_MICROGLIAL_CELL_MIGRATION,0.000447798,GO_CELL_ADHESION
12,GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.00672679,GO_DEVELOPMENTAL_MATURATION
12,GO_RESPONSE_TO_CHEMOKINE,0.004412663,GO_CELLULAR_RESPONSE_TO_STIMULUS
